timestamp,left_x,left_y,left_d,right_x,right_y,right_d
1638700185.8748684,0.5816137790679932,0.38326185941696167,2.99462890625,0.5668045282363892,0.3829854130744934,3.180633544921875
1638700185.8998742,0.6036323308944702,0.27809205651283264,3.3259124755859375,0.5603371262550354,0.38144445419311523,3.531280517578125
1638700185.9248796,0.6319330930709839,0.22179636359214783,3.433319091796875,0.5944877862930298,0.12551335990428925,3.7254791259765625
1638700185.9488857,0.651975154876709,0.12085961550474167,3.539154052734375,0.5751032829284668,0.15426644682884216,3.70831298828125
1638700185.972891,0.643801748752594,0.1421673446893692,3.54296875,0.5838872194290161,0.13779744505882263,3.7256927490234375
1638700185.9978974,0.6440850496292114,0.16824543476104736,3.5186309814453125,0.5636037588119507,0.15374526381492615,3.7749481201171875
1638700186.0239885,0.6640537977218628,0.1449749767780304,3.581268310546875,0.5704842805862427,0.11659909039735794,3.7556304931640625
1638700186.0499942,0.6553928852081299,0.1038844957947731,3.588531494140625,0.567683756351471,0.1294199824333191,3.6892547607421875
1638700186.0739994,0.6645089387893677,0.10110632330179214,3.527435302734375,0.5521026849746704,0.15252268314361572,3.7657470703125
1638700186.0990052,0.6499302387237549,0.08301238715648651,3.50830078125,0.5668346881866455,0.10909639298915863,3.68560791015625
1638700186.124011,0.6305183172225952,0.12023414671421051,3.5603485107421875,0.5717316269874573,0.13489393889904022,3.7799224853515625
1638700186.1480167,0.6458334922790527,0.08306239545345306,3.5746917724609375,0.597210168838501,0.055330704897642136,3.791717529296875
1638700186.1730225,0.6477054953575134,0.14567148685455322,3.5371551513671875,0.5754329562187195,0.1009959727525711,3.7857818603515625
1638700186.200028,0.6621230244636536,0.13449975848197937,3.5172119140625,0.5586773157119751,0.05917031317949295,3.679931640625
1638700186.2250338,0.6688975095748901,0.1132253035902977,3.547332763671875,0.558313250541687,0.0702894926071167,3.691986083984375
1638700186.2500415,0.6502204537391663,0.10680936276912689,3.3911285400390625,0.5868620872497559,0.11859923601150513,3.65972900390625
